cat	prod_id	rev1	rev2	rev3	rev4	rev5	rev6	rev7	rev8	summ1	summ2	summ3
health_personal_care	B004OQQLTU	Regretfully the package arrived in a plastic bag with a note on it telling us that the Post Office cares. The bottle had been completely crushed in bag it was sent in, so we never got to use it.The bag of liquid did smell great though!!!	I tried this on both a cotton t-shirt, and a polyester dress shirt, and it worked quite well, and very quick; almost effortless. Just spray it on, and smooth it with your fingers.The product says it can be used in the place of starch, but my wife tried it when ironing, and it didn't help at all.	i WOULD NOT RISK BUYING THIS ITEM. WAS DELIVERED TODAY. THE PACKAGE WAS COMPLETELY SOAKED AND THERE WAS NOTHING IN ANY SPRAY BOTTLE. I WILL BE ASKING FOR FULL REFUND.Amazon gave me a full credit when I chatted with them. I can't review since I didn't get any to try.	I really do not like to iron. I still have a scar from my last attempt. I love this product. I just spray onto my cotton shirt and smooth, then allow to dry about 30-60 minutes. There is an obvious reduction in wrinkles. No, it is not perfect, but it is presentable.	My wife and I tried this on a few items but it didn't work that great. I still have a lot of the bottle left so I'll keep on trying, but if we want it done right we still turn to the iron first. I do, however, really like how it takes away the static electricity buildup.	I love this stuff. It works on every types of clothing from jeans to tshirts and dress shirts. Spray a little on an work the wrinkle out with your hand! Just don't overspray. We take this on vacation so we don't have to waster our time ironing!	Woohoo what a great product. A few sprays and the wrinkles disappear from your teeshirts and dress shirts. It has a little trouble with clothing like dress pants and also it didn't work on removing wrinkles from my curtains. That said, this baby has saved me hours of ironing, and I'm super happy with this purchase.	This is a wonderful wrinkle release product. Just spray it on your fabric, any fabric smooth the product in with hands smoothing out wrinkles and let dry. Goodbye iron. I will definitely take it on my next vacation. It removes wrinkles and makes clothes smell fresh, I love it.	While it's not full proof, this spray is great at reducing the number of wrinkles in cotton and polyester materials. It's less effective on thicker materials. It's quick and easy to use, and it has a nice scent. It's a good thing to bring on vacation to freshen up packed clothes. Just be aware, the bottle is prone to leaking!	This is an awesome wrinkle release product, with a nice aroma. When applied, wrinkles disappear from your clothes. The package arrived in a bad condition, it's not perfect, but quite presentable. I love it.	When my bottle arrived, it had leaked a bit in the bag, but I still had about 3/4 to use. It smells amazing! I have always really hated ironing, so it's a good substitute for that, but only on my shirts. Any work pants that have wrinkles, I still have to turn on the iron. However, it really seems to reduce static when ironing, so it's still handy that way! Overall it's not as great as advertised, but it's still pretty useful. Order with caution though, leakage seems to be a common occurrence.
health_personal_care	B004U3Y9FU	These are a good value, but they're NOT burp-less. They tend to make me burp for up to an hour or two after taking them. I don't like fish, so I was terrified of fish burps, but they're actually not terrible and don't taste very 'fishy.'	Well, I've taken the first softgel capsule and given it enough time now and I can say it is, indeed, truly burp-less, unlike certain other fish oil products I've tried that shall remain nameless. If I pass away due to coronary disease, I'll consider lowering my rating of it but I'll still have appreciated its burp-lessness.	i've tried the nature made original Fish Oil before and i didn't like the fishy smell and sometimes bad burp after taste... But this Burp-less version is really better as i haven't burped and it has no fishy smell... I'm switching to this one permanently..	My husband takes 4 per day - I take 2. The price on Subcribe & Save is good. The product is consistant high quality, delivered same time each month and I don't have to go to the store to find the shelf empty. Product is worth the purchase. I know I will get the same product every month and its a good product	I couldn't handle the burping up of fish smell that other fish oil gels came with. And preferred not to use the liquid version. This gel is great. I been using it for months now--and not one burp!:)	If you are like me I like sushi but I couldnt stand the constant taste of it when I was taking regular fish oil and krill oil pills, this is why I stopped taking them. the directions said to drink a lot of water when taking them and I did but it didnt matter. I love this fish oil it does what it says..	I have been using Nature Made products for years. I feel Amazon offers them at a great price. These Fish Oil caps are the burp less variety which I would recommend to others if you take Fish Oil daily as I do. I would order them again. Also received them within a few days.	For anyone like myself who uses Omega 3 Fish oil on a regular basis, I recommend this product. This is the burp-less version which leaves no after taste in your mouth and is easily swallowed with a small amount of liquid. Stay heart healthy and take Omega 3 daily.	These soft gel capsule are not like ordinary Fish Oil capsules. If you do not like the fish oil smell in your burps these soft gels are perfect fit. This is burp-less version and will not bother your breathing with any smell or any burps. The price is definitely worth the quality of the product.	Using the Omega 3 Fish oil tablets will  give you a great blueprint for better health. Imagine not having to take the medicine and then burping afterwards, this burp- less version does this.   I have it on auto ship and love not ever missing a dose or having to look for it in the stores.	I found this fish oil very good, and i don't like fish. the burps are present but less than other fish oil products. soft gel structure doesn't leave fishy aftertaste. I am pleased with the product.
health_personal_care	B005H86LZ8	What else can be said..... this product is revolutionary. I cannot believe something so simple could be so effective and I wonder why I didn't see this myself! Kudos to the inventor. This magnet is strong and putting your glasses through the space while working is easy and just as easy to retrieve them when needed. Necessity is the mother of invention....	I saw this product on SHARK TANK and wanted it then. When I ordered it and tried it I was very impressed. The magnet is super strong and you can place it anywhere on your clothing. I bought 2 and will order more for Christmas gifts.Ellen	I wish I could use this, but my cardilogist said no.... even though I have a fairly new, high-fangled pacemaker. He doesn't have any problem with me having a cell phone in my shirt pocket, but said this magnet is just too powerful.	These little guys are amazing,, the magnetic is very strong,, your glasses will not fall out when bending over.. yeah maybe a crystal does fall out so what,, just glue it back in and it stays,, you'll always know where your glasses are,, love mine	I like it, keeps the glasses handy but when you bend over, they can fall out. So good idea, but has its limits. Perhaps if it didn't stick out as far, that would hold the glasses tighter.	ReadeRest Eye-Glass Holder-Magnet broke off after one week and I have no phone number to call the company. For the week I had it, it worked fine on my shirt but one of the front round magnets separted from the glass holding piece. A piece of junk!	Fantastic product! Ive had to order more now that ive shown to everyone. They all want one. Can be placed anywhere on your clothing and blends right in. Had people think it was part of the clothing. great gift / stocking stuffer	Great Product! Very Strong Magnet that works in holding and keeping your glasses secure. Well worth the price that I paid for it... First showing of this product was on 'Shark Tank' and it has lived up to expectations!	This product is innovative and works! It keeps your glasses with you and the strong magnet lasts. Everyone that I've shown this to decides that they need one too. The only problems are that the small pieces can occasionally fall off, and the glasses don't always stay if you bend over. Otherwise, this is a great product that is especially useful if you tend to misplace your glasses.	This lived up to expectations after the product was featured on Shark Tank. The magnet is very strong, and will work anywhere on clothing. Glasses won't slip or fall. However, those with pacemakers should avoid due to the strong magnet. Overall, recommend.	These magnetic eyeware retainers attach firmly to your clothes and keep your glasses within reach when you're not wearing them. Though they normally keep a strong grip, it is possible in some circumstances for your glasses to fall out. Also, I am unsure if the product will last very long.
health_personal_care	B005JS7KME	Got these for my 9-year-old who has really bad foot odor. I really had little confidence that these would work but needed to try something- ANYTHING- to help. And lo and behold they actually work. So well that I ordered another set for a second pair of shoes.	I love this product... 100% natural AND eliminates foot odor! While it appeared to be smaller than my 8.5 shoes, the insole fits perfectly into heels, boots, flats and running shoes. Very impressed! It has worked wonders so far! Can't wait to put this product to test this summer!	I have thick peeling, itchy skin on the bottom of one foot. I had tried everything to get rid of it. The final trick were these inserts along with slathering coconut oil mixed with athletes foot oil & oregano oil two times a day. FINALLY, normal soft feet!	The insoles fit comfortably into my shoes. I love that they are discreet and thin. I no longer have to worry about foot odor or about my shoes stinking. I definitely can see where my shoes will have a longer life by using these insoles.	Product is OK. It doesn't seem to work as well for me as was advertised. It does serve to keep your show a little dryer, but doesn't seem to work all day for me. I wouldn't recommend it as there are other options that do the same but cost less.Ok	Im sure if I were to put them in my tennis shoes they would probably fit perfectly. I am wearing them in my croc I have to wear for work. Thay are to thin width wise to really make a difference bc they tend to slide around.	This is a fantastic product that I would recommend to anyone who wants their feet to feel cooler, more comfortable, less sweaty and ultimately less smelly! They are so effective I use them in several pairs of shoes. I'm a very happy customer, thanks so much Zederna!	These insoles are so thin that I can even wear them in my pumps. They look SO much nicer than odor-eaters and work way better too. I highly recommend them. I accidentally ordered a men's 9 instead of a women's 9. It was huge but very easy to trim down with scissors. Enjoy!	This is an excellent product! Just as advertised, it eliminates foot odor and on top of that the insole is so thin it can be used in multiple types of shoes including heels. Very comfortable and well worth the price to have soft odor free feet after wearing shoes!	While they are a little thin which can be an issue, the Insoles work really well at keeping odor away and fits really well in most shoes. While cheaper ones do exist on the market, these ones have been great at battling the issues i had before using these insoles.	These odor-absorbing insoles work very well! The thin insoles fit well into many kinds of footwear and they are also easy to trim down if they are too large. They help to absorb odor and wetness all day. , and may even extend the life of my shoes.
health_personal_care	B006ZO110I	I've been using this for about two years and refilled twice. The only thing is I didn't pay attention that this one has a wand which I don't need since I have one and it is still in very good shape. I was looking for just refills. But in any way it's easy to use and works well for us.	I love these cleaners. They are easy to use and do a great job. Some people have commented they wish they had more cleaning agent, but I think they have more than enough and often use one to clean two toilets.	I love these - most practical bathroom item created - but what is going on??? Chlorox customer service advised they have discontinued! What a huge disappointment after throwing away the old brushes!!!!!!!!!!!!!!!!	These are great because they are sanitary (unlike the scrubbers that get reused everytime). I use these for one cleaning, then throw away (without having to touch anything!) Good scrubbing action, and gets the toilet good and clean.	These are great buys. They are smaller than the regular size but well big enough to clean the toilet, much more efficient, I always felt wasting when use the regular ones and now with these, work great and well worth the money.	I have been using these for a long time, what I like about them is they are disposable and you do not have to look at a stained toilet bowl brush in the corner. Clorox toilet bowl cleaners do a very nice job.	i live in a condo and only have 1 toilet that doesn't have to be cleaned every week. so this is perfect. no clutter next to the toilet with unsightly brushes and throwing the tip away after each makes cleaning the bathroom much more palatable.	Who wants to stick their hand in a toilet? Not I! I love the wand and the refills are wonderful. NO touching required, and they scrub very well! My toilet bowl is gleaming after using these!! I'll never use anything else.	I love these cleaners, it does a great job and it's easy to use. I like that they are disposable. They scrub very well, no touching required and the refills are wonderful. It is well worth the money.	I love using these for cleaning my toilet they are easy to use, work really well and very good for scrubbing. Once used up you can dispose off it easily, does the job very well, good buy.	amazing product, single use toilet cleaners do a great job. they keep toilet sanitary and cleaning process is mess free. a lot better than reusable brushes. But the might be discontinued, so stock up while you still can. would not want to use anything else after i tried this product.
health_personal_care	B008Z8W714	I didn't know what to expect when I ordered this, but I am pleasantly pleased. The unit fits perfectly into my Zippo case, and is easy to fill and use. Once in a while it won't light but if you blow into the flame area it will work the next try.	I think Zippo over charges and I wanted to try off brand. I must say I have been pleasantly surprised and my wallet thanks me. Don't get me wrong I love classic Zippo lighters however butane torches are clean burning and are great for EDC since they have almost zero odor. The torch also adjusts very nicely so you can fine tune your preference.	got for a christmas gift and i cant say how awsome this insert is i love that the fuel wont just evaporate the flames a bit big at first and had to urn screw as how the little lever wouldnt go over far enough but again no biggy awsome product i challenge you to blow this thing out	i bought this product expecting it to last about a week, that was almost a year ago. i want to share just the facts: it plastic so don't go beating it aroundits a little small so some tape is needed to build it up and hold it in placeif you clean it right it will last for a long time	I like carrying my classic Zippo and not tainting my cigars with lighter fluid. Much cheaper to get a Zippo and this insert than to buy a Zippo Blu. I also prefer the electric ignition to the flint wheel on the Zippo Blu.	I love the old style Zippo but was having difficulty with the standard fluid and carrying the lighter around in my pocket. This made it very convenient and it's a cool 'novelty' item. I still keep most of my Zippos original (standard insert), but it's cool to have a few of these with the 'butane' conversion kit...	It did not fit properly. I then removed it and re-inserted original Zippo insert. To my dismay, cap of Zippo no longer closed properly. (Apparently, attempting to get the Thunderbird insert into the Zippo and close the cap caused the hinge to deform, rendering the Zippo unusable). Disappointing, to say the least!	Thank God I found this. It works on Butane, and it will hold fuel longer than a week. Stupid Zippo, with their flints, and their packing, and their wicks. They make a version of this with a flint, do not buy that one, buy this one. It works great. Stay away form Z-plus.	Great insert for the price, works well with my Zippo case. It uses butane, which is cleaner burning as well as convenient. Thunderbird is a fantastic alternative to the more pricey Zippo inserts. It holds a big flame, too, and it's easily adjustable.	This butane conversion allows for the case of a classic Zippo to clean burning butane lighter.  It allows for flame height adjustments and holds its flame well.  It is a durable and reliable product that holds up well to wear and use. While this is not a licensed Zippo product it is important to note that its fit is not guaranteed.	When I ordered this, I didn't know what to expect. I'm pleasantly surprised. It's plastic, but very convenient and the unit fits very well into my Zippo case. You can fine tune your preference as the torch adjusts very nicely. It works great. I also had issues with closing the cap of Zippo.
health_personal_care	B00GW5NX88	Immediately curbed my RLS. Feels great to get some sleep! Also has produced a noticeable improvement in my girlfriends mood over the last week. Cant recommend this stuff enough. Many people are deficient in Magnesium these days which can cause a whole host of problems. This pure product is definetly the most affordable and effective way to supplement magnesium daily.	It is a very good dissolving powder, i noticed that I feel much more calm and rested since using a teaspoon a day for the last 2 days... I cant give it 5 stars because of the short time Ive been taking it, but I will update this review in about a week.	I use this in conjunction with N-Acetyl L-Cysteine and TUDCA for the liver, but it has been GREAT for my arthritis! I definitely will continue to use this product. I currently take 3327 mg x d, so it is reasonably priced. Again, great product!	I purchased this to put in my Soylent mix, and I couldn't be happier. Like other supplements I've ordered from this company, the product is well shipped and the resealable bag is easy to store. I also like how concentrated it is, and how little I need to use to supplement my diet.Couldn't be happier.	I have been taking Magnesium supplements for a number of years. Magnesium Citrate seems to work best for me, and I like being able to customize my own dosage. No fillers, and no artificial flavoring, excellent packaging, and a quality product.	I am not pleased with this product. I ordered this because it was the same ingredient in a similar product, 'CALM' magnesium citrate powder. However, this product is not what I expected. It does not taste or fizz like the CALM powder. This was an attempt to order in bulk and save money, but I failed with this one.	I like this product, but not sure how it's as strong as it says it is. I have noticed that I have better results from the Calms magnesium than taking double the dose of this product. I don't get the upset stomach from this like what's common for a citrate form, so maybe it's being absorbed better.	The BulkSupplements Pure Magnesium Citrate Powder dissolves easily in liquid and works especially great in my natural smoothies that I mix in a blender, and can also work great with juices. A much better deal than magnesium citrate in liquid solution form, especially the 1Kg bag.	this magnesium supplement is very good for the money. helps to improve the mood, to make sleep better. the price is a better deal than the competitor products. especially if you buy in bulk. one thing, it does not taste like a CALM product, so you should keep that in mind. recommended.	This product has been helpful for my everyday aches and pains. I found that I can easily mix it into my morning smoothies, juice or even plain almond milk without any weird taste or fizzing. The product came very well packaged and I love the resealable bag for easy storage.All in all a great product.	The BulkSupplements Pure Magnesium Citrate Powder is a unique product in its own right. as it does dissolve well, it has a lot of health benefits such as calming down , arthritis. as it comes in a liuid form i prefer the powder for some weird reason. With it being so affordable, ordering this in a large amount is preferred for me and lastly with it being so  concentrated it can last for a long time
home_kitchen	B00006IUVM	I had an almost identical steamer from Black & Decker purchased around 1985. The lid on that one finally broke and I've been looking for one like it for 2 years. Nice to see a good design hasn't been changed. Love the steamer!	I bought this one as a replacement for an old one I had. We cook with it every day and love it! It is the perfect size for our family. Although the picture shows it with a clear lid, the one I received in the mail had a white lid.	I love this steamer. Everyone in my family now has one because they are so great. It is easy to use and easy to clean. I love using it to make rice - no more cleaning up boiled-over rice from the stove! It also makes corn on the cob and boiled eggs hassle free.	THIS IS MY SECOND ONE OF THESE STEAMERS. I USED THE FIRST ONE ALMOST DAILY FOR OVER 5 YEARS. I LOVE THE VERSITILITY OF THIS ITEM. MAKES EXCELLENT STEAMED SHRIMP, THE RICE IS PERFECT EVERY TIME, VEGETABLES TASTE GREAT. JUST A USEFUL ITEM TO HAVE IN THE KITCHEN.	I love this steamer. I use it to steam all kinds of vegetables and new potatoes. I really like the larger basket and the screen where you can put herbs or spices to flavor what you are cooking. I highly recommend it.	Sometimes I use the steamer for just one vegetable, or for rice, but it's really nice to have the separate basket when I want to steam two separate vegetables at the same time. I've been very pleased with the steamer and have used it several times already. The instruction book in helpful too. Thank you.	boiling broccoli always adds a ton of water and makes it super soggy, but this is the best way to cook broccoli (and other things of course...) I would definately recommend this product. The only downfall is that it's pretty big and we have NO couter space, so it makes it difficult to store it and make room for it.	This is our second B / D steamer. The first served us well for years before the plexiglass bowl cracked and finally broke. It was impossible to find a replacement in any major chain stores. Lots of rice steamers but no small in size vegetable steamers. Amazon came through again. Thanks Jeff!	This kitchen steamer is based on a classic design, works very well and is convenient to use. It can steam a variety of foods, from vegetables and starches, to seafood and eggs. It's rather large, which can be an issue if your counter space is limited. Overall, highly recommended.	This steamer is an excellent product. It does wonderful when cooking rice, boiling eggs, steaming vegetables and more! It makes clean up a breeze and even has a handy screen for putting seasoning in what your cooking. Definitley a nice addition to any kitchen!	This is a very nice and roomy steamer.  It has plenty of space to steam multiple items or even just one.  It is on the larger side so it is hard to store when not in use.  All the food that is steamed in it comes out perfect and clean up is easy.  i would recommend this to anyone.
home_kitchen	B0000CCY1S	I bought the Kiwi pro slicer, was cheaper and worked 100 times better then the OXO brand. Would not buy this brand again. When slicing it leaves all the sliced on the papaya and you can't contentiously keep slicing because it will fill up with papaya and stop slicing.	I am not excited about this peeler and wish I had found an easier tool. I have julienned my fingers using it - very sharp just like their other peelers which I have and love. It is difficult to use on carrots without injuring my fingers, maybe I just can't get the hang of it!	This is my 3rd purchase of julienne peelers the 1st 2 didn't work \u2026 waste of money. This one is the best ever! I have been making zucchini noodles and so many other things! Try this recipe I made! [...]	This julienne peeler works fantastic! I like the shield, I had to be very careful with my other on in the drawer to not get cut reaching for something. It is so much easier to handle with this grip and the blade stays in place. I would buy this product again.	This little guy performs really well and is comfortable to handle for long periods. The blade guard is a little weird in how it pivots, so it's kind of difficult to clean. My guard actually broke off, so I just left it off. The blades on this thing are quite sharp! So be careful if the same happens to you.	The Oxo Good Grips Julienne peeler is a great gadget. I use it to Julienne zucchini and eggplant. Zucchini Julienned and sauteed quickly with EVOO, garlic powder, sea salt and fresh ground pepper is a terrific side dish. Even people who do not like zucchini will eat this.	It's easy to use and clean. It's a good price and does exactly what I wanted. I bought it to make julienne veggies carrots, zucchini noodles. It makes shorter pieces than a big fancy spiralizer, but that's good for me.	Strong and it works. I made zucchini noodles with this handy little device and now it looks like I'll be making this more often.Julienne the noodles and lightly salt them while the noodles are drying, make whatever sauce you are going to pour over them. The heat from the sauce should cook the noodles to a perfect al dente.	This is a nice little julienne peeler, it does a fantastic job when making zucchini noodles or slicing carrots. It is not as effective for fruit, which gets stuck and makes it hard to keep slicing. It's VERY sharp, watch your fingers! Overall, this Oxo has a comfortable grip and is a great deal.	The Oxo Good Grips Julienne peeler is very handy, comfortable, and works great. It's a fair price and cuts well. But it's very sharp, so be careful when handling it. You may have to stop slicing occasionally to clear out the blade if the veggies get stuck, but overall, it's very easy to use and to clean.	while there are some products that may be cheaper and seem like they might work better short term, but the Oxo Good Grips Julienne peeler is a great tool in the kitchen as is durable for the long haul.. while it is extremely sharp, the shield provide excellent safety and support for your hand. All in all this is an excellent assistance to using a knife. Buy this soon
home_kitchen	B0002U34HY	We've used these filters in our DustBuster for several years. With a little care, such as occasionally blowing it out with air or tapping on sidewalk, they have very long life. Seem to catch everything from grit, to dog hair, to fine ashes without letting much blow through exhaust. Getting harder to find at local stores, so I bought two.	This is the wrong filter if you are buying the CHV1510 Hand Vacuum. Amazon pairs it up together and it SAYS it works with all 'cyclonic hand vacs,' but it doesn't. You need the VF110 for the CHV1510. Amazon WRONG. Product Description WRONG. Me wrong for not reading the reviews first.	Instead of having to buy an all new Dustbuster just because mine is older and the filters aren't in stock anywhere didn't mean I had to updrage & pay for a newer one. After having found the filters here, I buy them and they work extremely well. Very satisfied.	I bought this to replace my tired and dirty filter. After I received it, I realized that there was nothing wrong with the one I already had. (They are washable.) However it helps to have two, so you can change the filter quickly when necessary and not take time to wash the first one.	This item list listed with the vacuum -- 'frequently bought together' with the Black & Decker CHV9608 9.6 Volt Cyclonic-Action Cordless DustBuster BUT this filter does NOT fit! Argh! Corrections are needed in the 'frequently bought together' section, and the correct filter needs to be listed.	I bought these filters because it said they are often bought with the vaccum I got. Recently, I went to put them in the vaccum and discovered they do not fit. To boot, I missed the window to get a refund. Rip off!	I bought the cordless Cyclonic DustBuster CHV1408. The correct filter for the DustBuster CHV1408 is Replacement Filter VF08. In the 'Frequently Bought Together' section at Amazon, both the VF100 replacement filter and the VF08 replacement filter are listed. The VF100 replacement filter WILL NOT fit the CHV1408.	I was disappointed to discover that the filter does not fit the Black and Decker Dustbuster I own. There are nubs around the top that prevent it from working. I have not been able by number or description to locate the proper filter or Amazon or anywhere else. This is very disappointing as I purchased the vacuum on Amazon.	Buying a new dustbuster is unnecessary when in reality just cleaning or replacing the filters will do the job just fine. Amazon also provides added risk by recommending dustbusters that don't fit with certain filters.	I bought these because I know that these filters are the ones I need. I've bought them before, but Amazon repeatedly tells me that I need a different filter. I think their Bought Together section is messed up, so don't buy this filter just because Amazon says to. Anyways, these filters have always worked well for me.	"Before purchasing this product, I highly suggest checking your vaccumn to see what type of filters will fit. Amazon lists this product with several cyclone vaccumns under the ""commonly purchased together"" section and that is not correct. This filter wilk not work in just any cyclone vaccumn. If this fliter actually fits in your vaccumn, its a great product and will last a long time if you take care of it and rinse it off occassionally."
home_kitchen	B000COQT0Y	I spent an hour looking for a solar system poster that included Pluto. My son insists it is unfair that Pluto was 'fired'. It includes information on conditions, atmosphere, diameter, and the duration of each planets 'day' and 'year'. It covered all the basic information we needed, and it is beautiful.	Pretty happy with the poster for something to teach my son when he grows up about just how small our world actually is compared to the other planets that are out there.Overall good quality and looks pretty good up on the wall.Big enough to catch someones eye and clear enough to tell which planet is which.	This poster is a few years out of date - still lists Pluto as a planet - but man, the artwork on it is awesome. I also love the inset map that shows the planets' sizes to scale. It's probably not good for a classroom due to its age, but for a bedroom or general decoration, it's great.	My son said 'Wow, this is great!' He's only 4 years but he's enjoying learning about the solar system. Each planet has an informative summary. Great service! Will be framing the poster for his room. Love it!!	Its a great poster! Bought at a huge discount. Only thing is I thought the description said laminated. It was not, its a standard poster. But its perfect for what I needed it for. Now I just have to get a frame for it: D	I could not have been more disappointed in my purchase! The picture and size was perfect but there were so many wrinkles it looked terrible. I took it to a professional framer and even using there equipment the wrinkles remained. When I bought the poster it was supposed to be brand new. I was really ripped off and may never order from Amazon again.	It's a bit dated, and if your not sitting directly by it, it's a bit hard to read. The poster is nice though. We didn't get a frame just hung it on the wall for homeschooling, we like it a lot!	The item arrived on time and my son loves it. It's posted on the side wall next to his bed. He looks at it all the time. The picture quality is not perfect but for the price it's okay.	The picture size is perfect, and the quality is great. It's a wonderful tool for teaching a child about the solar system. There is an educational summary for every planet. However, it is slightly dated since Pluto is still included, but you can just tell your child Pluto retired from its position as a planet. It's also not laminated, but we put it in a frame and it looks really nice on the wall.	This poster is great for teaching children about the solar system. It is informative and easy to understand. It does not come with a frame. The quality is not the best and may be difficult to read from far away. Overall, I recommend the poster despite the quality because the price is very low.	The poster is a little outdated because it still lists Pluto as a planet, but it is a beautiful poster. There are some concerns regarding the quality of the shipping as there was the issue of it not being laminated and also having wrinkles.
home_kitchen	B000N6MI7E	These magnets are definitely not strong enough to be worthwhile, even for light objects. Try the ones rated for 25 lbs... even though that's probably overkill for your needs, at least you'll KNOW that they're adequate for any task.	These compact magnets sound too good to be true and do actually look nice in-person, but they don't hold the weight. I wanted to hang hot mits on my fridge, but it took some finagling to get it to stay and I could only put one mit per hook.	I purchased these hooks specifically for the purpose of hanging potholders on the magnetic fridge. They work but you have to gently hang them to prevent the hooks from sliding down. They may, however, work better on other magnetized surfaces. They are tiny and cute but I would not recommend using them as refrigerator magnets.	I purchased the set some years ago and loved how strong the magnets used on the hooks were. I ordered more last week and discovered that the magnets are now 1 / 4 the size on the previous version. The magnets are not at all as strong, and I am very disappointed.	The actual magnets are + / - 1 / 4 'in diameter, not nearly large enough to hang most things. Did not work for my 6 keys plus a car fob.The hooks look good though. That said, I am sending them back.	for the size of the hanger, it has a very low magnet.doesn't hold too much - not even a small kithen towel. might hold a small keychain... had to cannibalize 3 out of the 5 to make 2 hold some weight.	The magnets are very strong in terms of pulling them off the metal surface.Unfortunately, they did not work well for my purpose: hanging a picture frame. My frame is an 8x11 docuement with a simple frame, but it takes three magnets together to hold it up without sliding downwards.	These are tiny, and couldn't hold anything more than keys. They have a diameter of about 3 / 4 of an inch. I wanted to put aprons on them, but they are not big enough, nor strong enough. They have a micro sized magnet on the back that is strong for its tiny appearance.	These hooks look good but looking good is about all they are good for. The magnets on these are tiny (about 1/4 of an inch) and they do not hold much of anything. If you are lucky they might hold a key chain but only if it has one or two keys on it and you have to hang it on the hook gently. These hooks can hardly even hold a pot holder. Definitely would not recommend this product if you are actually trying to hang something on them.	These hooks are decent for hanging up very small things. Common household essentials such as oven mittens or kitchen towels are possible to hang up, but give a hassle with the hook sliding down. The magnets attach to the hooks are too small to handle many things, but are pretty strong for it's size.	These magnets are not strong enough to hold the kids of things I might use a magnetic hook to hold, such as keys, oven mitts, or picture frames. I had to use several at a time to hold up even light objects. Otherwise, the objects tend to slide down the fridge.
home_kitchen	B001EQJ5AU	It was easy to put together and looks great. However, when the item was shipped to me, one of the backs of the chairs was broken. I just fixed it myself with wood glue. Its not even visible now. The rest of it was in perfect condition.	The table and chairs are very nice but not quite the color I expected (but I am getting used to it). Table and chairs delivered by the carrier right on time and with no damage. Very easy to assemble, but very difficult to get out of the box it was so well protected.	This table was super easy to put together. The table and chairs are solid and sturdy! The seats are very comfortable. The table is the perfect size for our not so big kitchen. We are very pleased with this purchase.	Moved to smaller living quarters and this just fits the bill. Color is perfect and it was easy to assemble. One fault to find is that the top scratches easily. It even came with a scratch. Other than that it is fine.	I love my new dining room set. The set is very sturdy, the walnut finish is a nice color.This set is great for a small area, kitchen nook.Would not recommend for a large eating area.Table is small and so are the chairs.Yet strong enough to hold big boys and girls, thumps up, great price, packed well, arrived in a timely matter.	It fits perfectly in the kitchen at the office. My staff assembled it without any delay. Everyone loves the dining set and they can't believe I ordered it on-line. I made the measurements and made sure of the dimensions of the room and the dining set and it's a perfect fit.	I received this table and chairs completely damaged. The customer service experience with this company was terrible. In my opinion, this set is cheap and overpriced. It's not durable and not worth the money. Don't waste your time.	The box looked like it had been opened, and then re-taped for resell. One of the chairs was broken, and the broken piece was nowhere close to the originating piece. Possibly other pieces damaged too, though didn't bother looking, instead just re-taped it back up to be sent back. I hope they don't just resell it to someone else.	Good deal on these tables and chairs! May come in separate packages but they will be well protected. Color may vary from what you see on the website so be aware. Easy assembly. Seems durable enough. Great option for a small living space.	The dinning room set is very sturdy, seats are very comfortable and has a nice color. Great for small area, but I will not advice usage for a large eating area. It looks great and it is easy to put together. The top scratches easily. It was delivered on time and I'm pleased with the purchase.	the product is very easy to assemble. the size and colors are nice, fit in a small room. the major drawback of the product is that it often comes damaged, probably when shipping. Scratches, broken parts, even completely unusable sets are common.
home_kitchen	B001GCV0FK	This teapot works well for me, sometimes I wish it had a whistle. The color appears as shown. Remember to use it on low / medium heat. At first the top is a little difficult to remove but now it works well.	As a tea pot it works fine but the handle is plastic & the cover has repainted & chipped paint at the base of the knob.I am not happy with the product but because of my health & price, I did not send it back.	It's lovely. NO cracking or loss of enamel. It is just the right color. Sadly it is a little smaller than I expected (smaller than the average tea kettle) makes for small batches of tea. Quite happy with it though.	Be warned - the color of this cute little kettle as depicted in this ad is not at all what arrives when you order it. It's more of a medium, dusty sky blue. Not in any way 'turquoise.'	The color is great. Just what I wanted for my kitchen Devore. One thing, I rated 4 stars because I find it difficult to open the lid... it's really tough. It's tight. After a few day it has gotten better. I think it'll keep getting easier. Besides that one flaw I like it.	The kettle is beautiful, but within 5 uses the handle started melting. Apparently the handle is plastic and cannot withstand hot temperatures, which is unfortunate for a product that must hold boiling water. You can buy this kettle if you don't plan on using it. You've been warned!!	Perfect for our seafront condo in Florida style - bought all our kitchen accessories to go with it.No problems, but I do intend to drain all the water out after using and not let any sit overnight in the pot to prevent rust.	I ordered this as a gift because the color is shown as a light turquoise, which I wanted. The color is actually a very dark turquoise, could have bought the same color in Target for less money... the teapot itself is very nice.. may be sending it back though	This is a beautiful kettle even though it appears smaller and the color is a little off from the ads and it may seem a bit smaller  but otherwise it looks very nice. Something to keep in mind of though is the handle seems unable to handle too much heat as it is can melt easier than you'd think.	The color is great. It works fine as a teapot, but the handle is plastic, so it can't withstand high temperatures. I had difficulty removing the lid, but got better after some days. I'm quite happy with it though.	This teapot is cheaply made with a plastic handle, it's not true to color (dark blue instead of turquoise). The lid is really tight, adding to the frustration. Save yourself a return and look elsewhere for a better product.
